Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R12,330,R_Axial_DIN0204_L3.6mm_D1.6mm_P5.08mm_Horizontal,38.1,30.045,-90.0,top
R13,1k,R_Axial_DIN0204_L3.6mm_D1.6mm_P5.08mm_Horizontal,64.008,38.808,-90.0,top
R14,1k,R_Axial_DIN0204_L3.6mm_D1.6mm_P5.08mm_Horizontal,55.88,32.585,0.0,top
R15,1k,R_Axial_DIN0204_L3.6mm_D1.6mm_P5.08mm_Horizontal,108.458,81.734,180.0,top
R16,1.2k,R_Axial_DIN0204_L3.6mm_D1.6mm_P5.08mm_Horizontal,111.125,75.13,90.0,top
R17,10k,R_Axial_DIN0204_L3.6mm_D1.6mm_P5.08mm_Horizontal,45.72,33.22,180.0,top
R18,180,R_Axial_DIN0614_L14.3mm_D5.7mm_P15.24mm_Horizontal,80.645,80.21,0.0,top
R19,4.7k,R_Axial_DIN0204_L3.6mm_D1.6mm_P5.08mm_Horizontal,16.51,42.11,180.0,top
R20,1k,R_Axial_DIN0204_L3.6mm_D1.6mm_P5.08mm_Horizontal,85.725,72.59,180.0,top
R21,2.7k,R_Axial_DIN0204_L3.6mm_D1.6mm_P5.08mm_Horizontal,94.234,75.7142,-90.0,top
R22,2.7,R_Axial_DIN0309_L9.0mm_D3.2mm_P12.70mm_Horizontal,19.558,51.254,180.0,top
R23,330,R_Axial_DIN0204_L3.6mm_D1.6mm_P5.08mm_Horizontal,55.88,16.075,180.0,top
